# START:9/30/2024 10:29:13 AM APP:tmon VERSION:0.91 FILE:tmon_rn-39.csv
# Ctrl Rate(secs):6
# PLC OC_VER=40002014 (0x26261de) OC_VER(?)
Time,Temp,Setpt,Pwr
10:29:13,24.90,25.00,0.00
10:29:19,24.90,25.00,0.00
10:29:25,24.90,25.00,0.00
10:29:31,24.90,25.00,0.00
10:29:37,24.90,25.00,0.00
10:29:43,24.90,25.00,0.00
10:29:49,24.90,25.00,0.00
10:29:55,24.90,25.00,0.00
10:30:01,24.90,25.00,0.00
10:30:07,24.90,25.00,0.00
10:30:13,24.80,25.00,0.00
10:30:19,24.80,25.00,0.00
10:30:25,24.90,25.00,0.00
10:30:31,24.90,25.00,0.00
10:30:37,24.90,25.00,0.00
10:30:43,24.90,25.00,0.00
10:30:49,24.90,25.00,0.00
10:30:55,24.90,25.00,0.00
10:31:01,24.90,25.00,0.00
10:31:07,24.90,25.00,0.00
10:31:13,24.90,25.00,0.00
10:31:19,24.90,25.00,0.00
10:31:25,24.90,25.00,0.00
10:31:31,24.90,25.00,0.00
10:31:37,24.90,25.00,0.00
10:31:43,24.90,25.00,0.00
10:31:49,24.90,25.00,0.00
10:31:55,24.90,25.00,0.00
10:32:01,24.90,25.00,0.00
10:32:07,24.90,25.00,0.00
10:32:13,24.90,25.00,0.00
10:32:19,24.90,25.00,0.00
10:32:25,24.90,25.00,0.00
10:32:31,24.90,25.00,0.00
10:32:37,24.90,25.00,0.00
10:32:43,24.90,25.00,0.00
10:32:49,24.90,25.00,0.00
10:32:55,24.90,25.00,0.00
10:33:01,24.90,25.00,0.00
10:33:07,24.90,25.00,0.00
10:33:13,24.90,25.00,0.00
10:33:19,24.90,25.00,0.00
10:33:25,24.90,25.00,0.00
10:33:31,24.90,25.00,0.00
10:33:37,24.90,25.00,0.00
10:33:43,24.90,25.00,0.00
10:33:49,24.90,25.00,0.00
10:33:55,24.90,25.00,0.00
10:34:01,24.90,25.00,0.00
10:34:07,25.00,25.00,0.00
10:34:13,25.00,25.00,0.00
10:34:19,25.00,25.00,0.00
10:34:25,25.00,25.00,0.00
10:34:31,25.00,25.00,0.00
10:34:37,25.00,25.00,0.00
10:34:43,25.00,25.00,0.00
10:34:49,24.90,25.00,0.00
10:34:55,25.00,25.00,0.00
10:35:01,24.90,25.00,0.00
10:35:07,24.90,25.00,0.00
10:35:13,24.90,25.00,0.00
10:35:19,24.90,25.00,0.00
10:35:25,24.90,25.00,0.00
10:35:31,24.90,25.00,0.00
10:35:37,24.90,25.00,0.00
10:35:43,24.90,25.00,0.00
10:35:49,24.90,25.00,0.00
10:35:55,24.90,25.00,0.00
10:36:01,24.90,25.00,0.00
10:36:07,24.90,25.00,0.00
10:36:13,24.90,25.00,0.00
10:36:19,24.90,25.00,0.00
10:36:25,24.90,25.00,0.00
10:36:31,24.90,25.00,0.00
10:36:37,24.90,25.00,0.00
10:36:43,24.90,25.00,0.00
10:36:49,24.90,25.00,0.00
10:36:55,24.90,25.00,0.00
10:37:01,24.90,25.00,0.00
10:37:07,24.90,25.00,0.00
10:37:13,24.90,25.00,0.00
10:37:19,24.90,25.00,0.00
10:37:25,24.90,25.00,0.00
10:37:31,24.90,25.00,0.00
10:37:37,24.90,25.00,0.00
10:37:43,24.90,25.00,0.00
10:37:49,24.90,25.00,0.00
10:37:55,24.90,25.00,0.00
10:38:01,24.90,25.00,0.00
10:38:07,24.90,25.00,0.00
10:38:13,24.90,25.00,0.00
10:38:19,24.90,25.00,0.00
10:38:25,24.90,25.00,0.00
10:38:31,24.90,25.00,0.00
10:38:37,24.90,25.00,0.00
10:38:43,24.90,25.00,0.00
10:38:49,24.90,25.00,0.00
10:38:55,24.90,25.00,0.00
10:39:01,24.90,25.00,0.00
10:39:07,24.90,25.00,0.00
10:39:13,24.90,25.00,0.00
10:39:19,25.00,25.00,0.00
10:39:25,24.90,25.00,0.00
10:39:31,25.00,25.00,0.00
10:39:37,25.00,25.00,0.00
10:39:43,25.00,25.00,0.00
10:39:49,25.00,25.00,0.00
10:39:55,24.90,25.00,0.00
10:40:01,25.00,25.00,0.00
10:40:07,25.00,25.00,0.00
10:40:13,25.00,25.00,0.00
10:40:19,25.00,25.00,0.00
10:40:25,25.00,25.00,0.00
10:40:31,25.00,25.00,0.00
10:40:37,25.00,25.00,0.00
10:40:43,25.00,25.00,0.00
10:40:49,25.00,25.00,0.00
10:40:55,25.00,25.00,0.00
10:41:01,25.00,25.00,0.00
10:41:07,25.00,25.00,0.00
10:41:13,25.00,25.00,0.00
10:41:19,24.90,25.00,0.00
10:41:25,24.90,25.00,0.00
10:41:31,24.90,25.00,0.00
10:41:37,24.90,25.00,0.00
10:41:43,24.90,25.00,0.00
10:41:49,24.90,25.00,0.00
10:41:55,24.90,25.00,0.00
10:42:01,24.90,25.00,0.00
10:42:07,24.90,25.00,0.00
10:42:13,24.90,25.00,0.00
10:42:19,24.80,25.00,0.00
10:42:25,24.90,25.00,0.00
10:42:31,24.90,25.00,0.00
10:42:37,24.90,25.00,0.00
10:42:43,24.90,25.00,0.00
10:42:49,24.90,25.00,0.00
10:42:55,24.90,25.00,0.00
10:43:01,24.90,25.00,0.00
10:43:07,24.90,25.00,0.00
10:43:13,24.90,25.00,0.00
10:43:19,24.90,25.00,0.00
10:43:25,24.90,25.00,0.00
10:43:31,24.90,25.00,0.00
10:43:37,24.90,25.00,0.00
10:43:43,24.90,25.00,0.00
10:43:49,24.90,25.00,0.00
10:43:55,24.90,25.00,0.00
10:44:01,24.90,25.00,0.00
10:44:07,24.90,25.00,0.00
10:44:13,24.90,25.00,0.00
10:44:19,24.90,25.00,0.00
10:44:25,24.90,25.00,0.00
10:44:31,24.90,25.00,0.00
10:44:37,24.90,25.00,0.00
10:44:43,24.90,25.00,0.00
10:44:49,24.90,25.00,0.00
10:44:55,24.90,25.00,0.00
10:45:01,24.90,25.00,0.00
10:45:07,24.90,25.00,0.00
10:45:13,24.90,25.00,0.00
10:45:19,25.00,25.00,0.00
10:45:25,24.90,25.00,0.00
10:45:31,24.90,25.00,0.00
10:45:37,24.90,25.00,0.00
10:45:43,24.90,25.00,0.00
10:45:49,24.90,25.00,0.00
10:45:55,24.90,25.00,0.00
10:46:01,24.90,25.00,0.00
10:46:07,25.00,25.00,0.00
10:46:13,25.00,25.00,0.00
10:46:19,24.90,25.00,0.00
10:46:25,24.90,25.00,0.00
10:46:31,24.90,25.00,0.00
10:46:37,24.90,25.00,0.00
10:46:43,24.90,25.00,0.00
10:46:49,24.90,25.00,0.00
10:46:55,24.90,25.00,0.00
10:47:01,25.00,25.00,0.00
10:47:07,24.90,25.00,0.00
10:47:13,25.00,25.00,0.00
10:47:19,25.00,25.00,0.00
10:47:25,25.00,25.00,0.00
10:47:31,25.00,25.00,0.00
10:47:37,24.90,25.00,0.00
10:47:43,24.90,25.00,0.00
10:47:49,24.90,25.00,0.00
10:47:55,24.90,25.00,0.00
10:48:01,24.90,25.00,0.00
10:48:07,24.90,25.00,0.00
10:48:13,24.90,25.00,0.00
10:48:19,24.90,25.00,0.00
10:48:25,24.90,25.00,0.00
10:48:31,24.90,25.00,0.00
10:48:37,24.90,25.00,0.00
10:48:43,24.90,25.00,0.00
10:48:49,24.90,25.00,0.00
10:48:55,24.80,25.00,0.00
10:49:01,24.90,25.00,0.00
10:49:07,24.80,25.00,0.00
10:49:13,24.90,25.00,0.00
10:49:19,24.90,25.00,0.00
10:49:25,24.90,25.00,0.00
10:49:31,24.90,25.00,0.00
10:49:37,24.90,25.00,0.00
10:49:43,24.90,25.00,0.00
10:49:49,24.90,25.00,0.00
10:49:55,24.90,25.00,0.00
10:50:01,24.90,25.00,0.00
10:50:07,24.90,25.00,0.00
10:50:13,24.90,25.00,0.00
10:50:19,24.90,25.00,0.00
10:50:25,24.90,25.00,0.00
10:50:31,24.90,25.00,0.00
10:50:37,24.90,25.00,0.00
10:50:43,24.90,25.00,0.00
10:50:49,24.90,25.00,0.00
10:50:55,24.90,25.00,0.00
10:51:01,24.90,25.00,0.00
10:51:07,24.90,25.00,0.00
10:51:13,24.90,25.00,0.00
10:51:19,24.90,25.00,0.00
10:51:25,24.90,25.00,0.00
10:51:31,24.90,25.00,0.00
10:51:37,24.90,25.00,0.00
10:51:43,24.90,25.00,0.00
10:51:49,24.90,25.00,0.00
10:51:55,24.90,25.00,0.00
10:52:01,24.90,25.00,0.00
10:52:07,24.90,25.00,0.00
10:52:13,24.90,25.00,0.00
10:52:19,24.90,25.00,0.00
10:52:25,24.90,25.00,0.00
10:52:31,24.90,25.00,0.00
10:52:37,24.90,25.00,0.00
10:52:43,24.90,25.00,0.00
10:52:49,24.90,25.00,0.00
10:52:55,24.90,25.00,0.00
10:53:01,25.00,25.00,0.00
10:53:07,24.90,25.00,0.00
10:53:13,25.00,25.00,0.00
10:53:19,25.00,25.00,0.00
10:53:25,25.00,25.00,0.00
10:53:31,25.00,25.00,0.00
10:53:37,25.00,25.00,0.00
10:53:43,25.00,25.00,0.00
10:53:49,25.00,25.00,0.00
10:53:55,25.00,25.00,0.00
10:54:01,25.00,25.00,0.00
10:54:07,24.90,25.00,0.00
10:54:13,24.90,25.00,0.00
10:54:19,24.90,25.00,0.00
10:54:25,24.90,25.00,0.00
10:54:31,24.90,25.00,0.00
10:54:37,24.90,25.00,0.00
10:54:43,24.90,25.00,0.00
10:54:49,24.90,25.00,0.00
10:54:55,24.80,25.00,0.00
10:55:01,24.90,25.00,0.00
10:55:07,24.80,25.00,0.00
10:55:13,24.90,25.00,0.00
10:55:19,24.90,25.00,0.00
10:55:25,24.80,25.00,0.00
10:55:31,24.80,25.00,0.00
10:55:37,24.80,25.00,0.00
10:55:43,24.90,25.00,0.00
10:55:49,24.90,25.00,0.00
10:55:55,24.80,25.00,0.00
10:56:01,24.80,25.00,0.00
10:56:07,24.90,25.00,0.00
10:56:13,24.90,25.00,0.00
10:56:19,24.90,25.00,0.00
10:56:25,24.90,25.00,0.00
10:56:31,24.90,25.00,0.00
10:56:37,24.90,25.00,0.00
10:56:43,24.90,25.00,0.00
10:56:49,24.90,25.00,0.00
10:56:55,24.90,25.00,0.00
10:57:01,24.90,25.00,0.00
10:57:07,24.90,25.00,0.00
10:57:13,24.90,25.00,0.00
10:57:19,24.90,25.00,0.00
10:57:25,24.90,25.00,0.00
10:57:31,24.90,25.00,0.00
10:57:37,24.90,25.00,0.00
10:57:43,24.90,25.00,0.00
10:57:49,24.90,25.00,0.00
10:57:55,24.90,25.00,0.00
10:58:01,24.90,25.00,0.00
10:58:07,24.90,25.00,0.00
10:58:13,24.90,25.00,0.00
10:58:19,24.90,25.00,0.00
10:58:25,24.90,25.00,0.00
10:58:31,24.90,25.00,0.00
10:58:37,24.90,25.00,0.00
10:58:43,24.90,25.00,0.00
10:58:49,24.90,25.00,0.00
10:58:55,24.90,25.00,0.00
10:59:01,25.00,25.00,0.00
10:59:07,24.90,25.00,0.00
10:59:13,25.00,25.00,0.00
10:59:19,24.90,25.00,0.00
10:59:25,24.90,25.00,0.00
10:59:31,25.00,25.00,0.00
10:59:37,25.00,25.00,0.00
10:59:43,24.90,25.00,0.00
10:59:49,25.00,25.00,0.00
10:59:55,25.00,25.00,0.00
11:00:01,25.00,25.00,0.00
11:00:07,24.90,25.00,0.00
11:00:13,25.00,25.00,0.00
11:00:19,24.90,25.00,0.00
11:00:25,24.90,25.00,0.00
11:00:31,24.90,25.00,0.00
11:00:37,24.90,25.00,0.00
11:00:43,24.90,25.00,0.00
11:00:49,24.90,25.00,0.00
11:00:55,24.90,25.00,0.00
11:01:01,24.90,25.00,0.00
11:01:07,24.90,25.00,0.00
11:01:13,24.80,25.00,0.00
11:01:19,24.90,25.00,0.00
11:01:25,24.90,25.00,0.00
11:01:31,24.90,25.00,0.00
11:01:37,24.90,25.00,0.00
11:01:43,24.90,25.00,0.00
11:01:49,24.90,25.00,0.00
11:01:55,24.90,25.00,0.00
11:02:01,24.90,25.00,0.00
11:02:07,24.90,25.00,0.00
11:02:13,24.80,25.00,0.00
11:02:19,24.80,25.00,0.00
11:02:25,24.90,25.00,0.00
11:02:31,24.80,25.00,0.00
11:02:37,24.90,25.00,0.00
11:02:43,24.90,25.00,0.00
11:02:49,24.90,25.00,0.00
11:02:55,24.90,25.00,0.00
11:03:01,24.90,25.00,0.00
11:03:07,24.90,25.00,0.00
11:03:13,24.90,25.00,0.00
11:03:19,24.90,25.00,0.00
11:03:25,24.90,25.00,0.00
11:03:31,24.90,25.00,0.00
11:03:37,24.90,25.00,0.00
11:03:43,24.90,25.00,0.00
11:03:49,24.90,25.00,0.00
11:03:55,24.90,25.00,0.00
11:04:01,24.90,25.00,0.00
11:04:07,24.90,25.00,0.00
11:04:13,24.90,25.00,0.00
11:04:19,24.90,25.00,0.00
11:04:25,24.90,25.00,0.00
11:04:31,24.90,25.00,0.00
11:04:37,24.90,25.00,0.00
11:04:43,24.90,25.00,0.00
11:04:49,24.90,25.00,0.00
11:04:55,24.90,25.00,0.00
11:05:01,25.00,25.00,0.00
11:05:07,24.90,25.00,0.00
11:05:13,24.90,25.00,0.00
11:05:19,24.90,25.00,0.00
11:05:25,24.90,25.00,0.00
11:05:31,24.90,25.00,0.00
11:05:37,24.90,25.00,0.00
11:05:43,25.00,25.00,0.00
11:05:49,25.00,25.00,0.00
11:05:55,25.00,25.00,0.00
11:06:01,25.00,25.00,0.00
11:06:07,25.00,25.00,0.00
11:06:13,25.00,25.00,0.00
11:06:19,24.90,25.00,0.00
11:06:25,24.90,25.00,0.00
11:06:31,24.90,25.00,0.00
11:06:37,24.90,25.00,0.00
11:06:43,24.90,25.00,0.00
11:06:49,24.90,25.00,0.00
11:06:55,24.90,25.00,0.00
11:07:01,24.90,25.00,0.00
11:07:07,24.90,25.00,0.00
11:07:13,24.90,25.00,0.00
11:07:19,24.90,25.00,0.00
11:07:25,24.80,25.00,0.00
11:07:31,24.90,25.00,0.00
11:07:37,24.90,25.00,0.00
11:07:43,24.90,25.00,0.00
11:07:49,24.90,25.00,0.00
11:07:55,24.90,25.00,0.00
11:08:01,24.90,25.00,0.00
11:08:07,24.90,25.00,0.00
11:08:13,24.90,25.00,0.00
11:08:19,24.90,25.00,0.00
11:08:25,24.80,25.00,0.00
11:08:31,24.90,25.00,0.00
11:08:37,24.90,25.00,0.00
11:08:43,24.90,25.00,0.00
11:08:49,24.90,25.00,0.00
11:08:55,24.90,25.00,0.00
11:09:01,24.90,25.00,0.00
11:09:07,24.90,25.00,0.00
11:09:13,24.90,25.00,0.00
11:09:19,24.90,25.00,0.00
11:09:25,24.90,25.00,0.00
11:09:31,24.90,25.00,0.00
11:09:37,24.90,25.00,0.00
11:09:43,24.90,25.00,0.00
11:09:49,24.90,25.00,0.00
11:09:55,24.90,25.00,0.00
11:10:01,24.90,25.00,0.00
11:10:07,24.90,25.00,0.00
11:10:13,24.90,25.00,0.00
11:10:19,24.90,25.00,0.00
11:10:25,24.90,25.00,0.00
11:10:31,24.90,25.00,0.00
11:10:37,24.90,25.00,0.00
11:10:43,24.90,25.00,0.00
11:10:49,24.90,25.00,0.00
11:10:55,25.00,25.00,0.00
11:11:01,24.90,25.00,0.00
11:11:07,24.90,25.00,0.00
11:11:13,24.90,25.00,0.00
11:11:19,24.90,25.00,0.00
11:11:25,25.00,25.00,0.00
11:11:31,24.90,25.00,0.00
11:11:37,24.90,25.00,0.00
11:11:43,25.00,25.00,0.00
11:11:49,25.00,25.00,0.00
11:11:55,24.90,25.00,0.00
11:12:01,25.00,25.00,0.00
